PDB	CHAIN	SP_PRIMARY	PFAM_ID	COVERAGE
7enc	n	O60244	PF22983	1
7enc	n	O60244	PF25067	1
7enc	n	O60244	PF25065	1
7enc	n	O60244	PF22981	1
7enc	n	O60244	PF08638	1
7enc	n	O60244	PF25069	1
7enc	n	O60244	PF22984	1
7enc	o	Q96RN5	PF09606	1
7enc	o	Q96RN5	PF21539	1
7enc	o	Q96RN5	PF21538	1
7enc	p	Q9Y2X0	PF20718	1
7enc	p	Q9Y2X0	PF20719	0.989
7enc	p	Q9Y2X0	PF00400	1
7enc	p	Q9Y2X0	PF11635	1
7enc	q	Q9NVC6	PF10156	1
7enc	r	Q9BUE0	PF09637	1
7enc	s	A0JLT2	PF10278	1
7enc	t	Q9H944	PF08612	1
7enc	u	Q13503	PF11221	1
7enc	v	Q15528	PF06179	1
7enc	w	Q9ULK4	PF11573	1
7enc	x	O75448	PF11277	1
7enc	z	O95402	PF08711	1
7enc	z	O95402	PF15694	1
7enc	z	O95402	PF15693	1
7er2	A	P00533	PF07714	1
7f2x	A	Q02750	PF00069	0.871
7f3g	A	O15075	PF00069	1
7f3g	B	O15075	PF00069	1
7f3m	A	P22455	PF07714	1
7f7w	A	O60674	PF07714	1
7f7w	B	O60674	PF07714	1
7fcz	A	Q13546	PF07714	1
7fcz	B	Q13546	PF07714	1
7fd0	A	Q13546	PF07714	1
7fd0	B	Q13546	PF07714	1
7feh	A	Q08345	PF07714	0.98
7fhs	A	Q13627	PF00069	1
7fhs	B	Q13627	PF00069	1
7fhs	C	Q13627	PF00069	1
7fhs	D	Q13627	PF00069	1
7fht	A	Q13627	PF00069	1
7fht	B	Q13627	PF00069	1
7fht	C	Q13627	PF00069	1
7fht	D	Q13627	PF00069	1
7fic	A	O14965	PF00069	1
7i7y	A	P68400	PF00069	1
7i7z	A	P68400	PF00069	1
7i80	A	P68400	PF00069	1
7i81	A	P68400	PF00069	1
7i82	A	P68400	PF00069	1
7i83	A	P68400	PF00069	1
7i84	A	P68400	PF00069	1
7i85	A	P68400	PF00069	1
7i86	A	P68400	PF00069	1
7i87	A	P68400	PF00069	1
7i88	A	P68400	PF00069	1
7i89	A	P68400	PF00069	1
7i8a	A	P68400	PF00069	1
7i8b	A	P68400	PF00069	1
7i8c	A	P68400	PF00069	1
7i8d	A	P68400	PF00069	1
7i8e	A	P68400	PF00069	1
7i8f	A	P68400	PF00069	1
7i8g	A	P68400	PF00069	1
7i8h	A	P68400	PF00069	1
7i8i	A	P68400	PF00069	1
7i8j	A	P68400	PF00069	1
7i8k	A	P68400	PF00069	1
7i8l	A	P68400	PF00069	1
7i8m	A	P68400	PF00069	1
7i8n	A	P68400	PF00069	1
7i8o	A	P68400	PF00069	1
7i8p	A	P68400	PF00069	1
7i8q	A	P68400	PF00069	1
7i8r	A	P68400	PF00069	1
7jhg	A	Q13131	PF16579	0.765
7jhg	A	Q13131	PF00069	1
7jhg	A	Q13131	PF21147	1
7jhg	B	O43741	PF04739	1
7jhg	B	O43741	PF16561	1
7jhg	G	P54619	PF00571	1
7jhg	M	P0AEX9	PF01547	1
7jhh	A	Q13131	PF16579	0.765
7jhh	A	Q13131	PF00069	1
7jhh	A	Q13131	PF21147	1
7jhh	B	O43741	PF04739	1
7jhh	B	O43741	PF16561	1
7jhh	G	P54619	PF00571	1
7jhh	M	P0AEX9	PF01547	1
7jij	A	Q13131	PF21147	1
7jij	A	Q13131	PF00069	1
7jij	A	Q13131	PF16579	0.796
7jij	B	O43741	PF04739	1
7jij	B	O43741	PF16561	1
7jij	G	P54619	PF00571	1
7jij	M	P0AEX9	PF01547	1
7jnt	A	O75116	PF00069	1
7jnt	B	O75116	PF00069	1
7jnt	C	O75116	PF00069	1
7jnt	D	O75116	PF00069	1
7jnt	E	O75116	PF00069	1
7jnt	F	O75116	PF00069	1
7jnt	G	O75116	PF00069	1
7jnt	H	O75116	PF00069	1
7jou	A	Q13464	PF00069	1
7jov	A	O75116	PF00069	1
7jov	B	O75116	PF00069	1
7jov	C	O75116	PF00069	1
7jov	D	O75116	PF00069	1
7jov	E	O75116	PF00069	1
7jov	F	O75116	PF00069	1
7jov	G	O75116	PF00069	1
7jov	H	O75116	PF00069	1
7ju5	A	P07949	PF07714	1
7ju5	B	P07949	PF07714	1
7ju6	A	P07949	PF07714	1
7ju6	B	P07949	PF07714	1
7juq	B	Q6VAB6	PF07714	1
7juq	C	P29678	PF00069	1
7jur	B	Q6VAB6	PF07714	1
7jur	C	P29678	PF00069	1
7jus	B	Q6VAB6	PF07714	1
7jus	C	P29678	PF00069	1
7jut	B	Q6VAB6	PF07714	1
7jut	C	P29678	PF00069	1
7juu	B	Q6VAB6	PF07714	1
7juu	C	P29678	PF00069	1
7juv	B	Q6VAB6	PF07714	1
7juv	C	P29678	PF00069	1
7juw	B	Q8IVT5	PF07714	1
7juw	C	P29678	PF00069	1
7jux	A	Q8IVT5	PF07714	1
7jux	C	P29678	PF00069	1
7juy	B	Q8IVT5	PF07714	1
7juy	C	P29678	PF00069	1
7juz	A	Q8IVT5	PF07714	1
7juz	C	P29678	PF00069	1
7jv0	A	Q8IVT5	PF07714	1
7jv0	C	P29678	PF00069	1
7jv1	C	P29678	PF00069	1
7jv1	D	Q8IVT5	PF07714	1
7jv7	A	Q03957	PF00069	1
7jv7	B	P46962	PF00134	1
7jv7	C	P46963	PF12350	1
7jw7	A	Q8NB16	PF07714	1
7jxh	A	P04626	PF07714	1
7jxh	B	P04626	PF07714	1
7jxh	C	P04626	PF07714	1
7jxh	D	P04626	PF07714	1
7jxh	E	P04626	PF07714	1
7jxh	F	P04626	PF07714	1
7jxh	G	P04626	PF07714	1
7jxh	H	P04626	PF07714	1
7jxi	A	P00533	PF07714	1
7jxi	B	P00533	PF07714	1
7jxi	C	P00533	PF07714	1
7jxi	D	P00533	PF07714	1
7jxk	A	P00533	PF07714	1
7jxk	B	P00533	PF07714	1
7jxk	C	P00533	PF07714	1
7jxk	D	P00533	PF07714	1
7jxk	E	P00533	PF07714	1
7jxk	F	P00533	PF07714	1
7jxl	A	P00533	PF07714	1
7jxl	B	P00533	PF07714	1
7jxl	C	P00533	PF07714	1
7jxl	D	P00533	PF07714	1
7jxm	A	P00533	PF07714	1
7jxm	B	P00533	PF07714	1
7jxm	C	P00533	PF07714	1
7jxm	D	P00533	PF07714	1
7jxp	A	P00533	PF07714	1
7jxp	B	P00533	PF07714	1
7jxp	C	P00533	PF07714	1
7jxp	D	P00533	PF07714	1
7jxp	E	P00533	PF07714	1
7jxp	F	P00533	PF07714	1
7jxq	A	P00533	PF07714	1
7jxq	B	P00533	PF07714	1
7jxq	C	P00533	PF07714	1
7jxq	D	P00533	PF07714	1
7jxu	A	Q8NB16	PF07714	1
7jxu	B	Q8NB16	PF07714	1
7jxw	A	P00533	PF07714	1
7jxw	B	P00533	PF07714	1
7jxw	C	P00533	PF07714	1
7jxw	D	P00533	PF07714	1
7jxx	A	Q5TCY1	PF00069	1
7jxy	A	Q5TCY1	PF00069	1
7jxy	B	Q5TCY1	PF00069	1
7jy4	A	Q9UM73	PF07714	1
7jyo	A	O60674	PF07714	1
7jyq	A	O60674	PF07714	1
7jyr	A	Q9UM73	PF07714	1
7jys	A	Q9UM73	PF07714	1
7jyt	A	Q9UM73	PF07714	1
7k0v	A	P15056	PF07714	1
7k0v	B	P15056	PF07714	1
7k0v	C	P15056	PF07714	1
7k0v	D	P15056	PF07714	1
7k1h	A	P00533	PF07714	1
7k1h	B	P00533	PF07714	1
7k1h	C	P00533	PF07714	1
7k1h	D	P00533	PF07714	1
7k1h	E	P00533	PF07714	1
7k1h	F	P00533	PF07714	1
7k1i	A	P00533	PF07714	1
7k7l	A	P25098	PF00069	1
7k7l	A	P25098	PF00169	1
7k7l	A	P25098	PF00615	1
7k7l	B	P62873	PF25391	0.997
7k7l	G	P59768	PF00631	0.881
7k7o	A	P29597	PF07714	1
7k7o	B	P29597	PF07714	1
7k7q	A	P29597	PF07714	1
7k7q	B	P29597	PF07714	1
7k7z	A	P25098	PF00069	1
7k7z	A	P25098	PF00169	1
7k7z	A	P25098	PF00615	1
7k7z	B	P62873	PF25391	0.997
7k7z	G	P59768	PF00631	0.881
7kac	A	Q92918	PF00069	1
7kac	B	Q92918	PF00069	1
7khg	A	P10721	PF07714	0.827
7khj	A	P10721	PF07714	0.827
7khj	B	P10721	PF07714	0.827
7khk	A	P10721	PF07714	0.827
7khk	B	P10721	PF07714	0.827
7kia	A	P21802	PF07714	1
7kia	B	P21802	PF07714	1
7kie	A	P21802	PF07714	1
7kie	B	P21802	PF07714	1
7kja	A	P29317	PF00536	1
7kja	A	P29317	PF07714	1
7kja	B	P29317	PF07714	1
7kja	B	P29317	PF00536	1
7kjb	A	P29317	PF07714	1
7kjb	A	P29317	PF00536	1
7kjc	A	P29317	PF07714	1
7kjc	A	P29317	PF00536	1
7kjc	B	P29317	PF07714	1
7kjc	B	P29317	PF00536	1
7kjs	A	P24941	PF00069	1
7kjs	B	P24864	PF00134	1
7kjs	B	P24864	PF02984	1
7kl0	A	Q9UQM7	PF00069	1
7kl0	B	Q9UQM7	PF00069	1
7kl1	A	Q9UQM7	PF00069	1
7kl1	B	Q9UQM7	PF00069	1
7kl2	A	Q9UQM7	PF00069	1
7kp6	A	Q07912	PF07714	1
7kp6	B	Q07912	PF07714	1
7kpl	A	P54762	PF07714	1
7kpm	A	P54762	PF07714	1
7kpv	A	P39073	PF00069	1
7kpv	B	P47821	PF00134	1
7kpv	C	P25648	PF09497	1
7kpv	D	P38931	PF06333	1
7kpv	D	P38931	PF11597	1
7kpx	A	P39073	PF00069	1
7kpx	B	P47821	PF00134	1
7kpx	C	P25648	PF09497	1
7kpx	D	P38931	PF06333	1
7kpx	D	P38931	PF11597	1
7ksi	A	P53779	PF00069	1
7ksj	A	P53779	PF00069	1
7ksk	A	P53779	PF00069	1
7kue	A	P06242	PF00069	1
7kue	B	P37366	PF16899	1
7kue	B	P37366	PF00134	1
7kue	C	Q03290	PF17121	1
7kue	C	Q03290	PF06391	1
7kx6	A	O15075	PF00069	1
7kx6	B	O15075	PF00069	1
7kx8	A	O15075	PF00069	1
7kx8	B	O15075	PF00069	1
7kxl	A	Q06187	PF07714	1
7kxm	A	Q06187	PF07714	1
7kxn	A	Q06187	PF07714	1
7kxo	A	Q06187	PF07714	1
7kxp	A	Q06187	PF07714	1
7kxq	A	Q06187	PF07714	1
7kxw	A	O15075	PF00069	1
7kxw	B	O15075	PF00069	1
7kxz	A	P00533	PF07714	1
7ky0	A	P00533	PF07714	1
7ky0	B	P00533	PF07714	1
7ky0	C	P00533	PF07714	1
7ky0	D	P00533	PF07714	1
7l1x	A	P68400	PF00069	1
7l24	A	Q92918	PF00069	1
7l24	B	Q92918	PF00069	1
7l24	C	Q92918	PF00069	1
7l24	D	Q92918	PF00069	1
7l25	A	Q92918	PF00069	1
7l25	B	Q92918	PF00069	1
7l26	A	Q92918	PF00069	1
7l26	B	Q92918	PF00069	1
7l26	C	Q92918	PF00069	1
7l26	D	Q92918	PF00069	1
7l5o	A	Q06187	PF07714	1
7l5p	A	Q06187	PF07714	1
7l5p	B	Q06187	PF07714	1
7lbm	0	Q9Y2X0	PF11635	1
7lbm	0	Q9Y2X0	PF00400	1
7lbm	0	Q9Y2X0	PF20718	1
7lbm	0	Q9Y2X0	PF20719	0.989
7lbm	1	Q9ULK4	PF11573	1
7lbm	2	O75448	PF11277	1
7lbm	3	Q71SY5	PF11265	1
7lbm	3	Q71SY5	PF11235	1
7lbm	3	Q71SY5	PF11232	1
7lbm	A	P24928	PF05000	1
7lbm	A	P24928	PF04998	1
7lbm	A	P24928	PF00623	1
7lbm	A	P24928	PF04990	1
7lbm	A	P24928	PF05001	1
7lbm	A	P24928	PF04992	1
7lbm	A	P24928	PF04997	1
7lbm	A	P24928	PF04983	1
7lbm	B	P30876	PF04567	1
7lbm	B	P30876	PF04566	1
7lbm	B	P30876	PF04561	1
7lbm	B	P30876	PF00562	1
7lbm	B	P30876	PF04560	1
7lbm	B	P30876	PF04563	1
7lbm	B	P30876	PF04565	1
7lbm	C	P19387	PF01000	1
7lbm	C	P19387	PF01193	1
7lbm	D	O15514	PF03874	1
7lbm	E	P19388	PF03871	1
7lbm	E	P19388	PF01191	1
7lbm	F	P61218	PF01192	1
7lbm	G	P62487	PF00575	1
7lbm	G	P62487	PF03876	1
7lbm	H	P52434	PF03870	1
7lbm	I	P36954	PF01096	1
7lbm	I	P36954	PF02150	1
7lbm	J	P62875	PF01194	1
7lbm	K	P52435	PF13656	1
7lbm	L	P53803	PF03604	1
7lbm	M	P52655	PF03153	1
7lbm	N	P52657	PF02268	1
7lbm	N	P52657	PF02751	1
7lbm	O	Q00403	PF00382	1
7lbm	O	Q00403	PF08271	1
7lbm	P	P20226	PF00352	1
7lbm	Q	P29083	PF08271	1
7lbm	Q	P29083	PF02002	1
7lbm	Q	P29083	PF11521	1
7lbm	R	P29084	PF18121	1
7lbm	R	P29084	PF02186	1
7lbm	S	P35269	PF05793	1
7lbm	T	P13984	PF02270	1
7lbm	T	P13984	PF17683	1
7lbm	W	P19447	PF13625	1
7lbm	W	P19447	PF04851	1
7lbm	W	P19447	PF16203	1
7lbm	X	P18074	PF06777	1
7lbm	X	P18074	PF06733	1
7lbm	X	P18074	PF13307	1
7lbm	Y	P32780	PF03909	1
7lbm	Y	P32780	PF08567	1
7lbm	Z	Q92759	PF18307	1
7lbm	Z	Q92759	PF03849	1
7lbm	a	Q13888	PF07975	1
7lbm	a	Q13888	PF04056	1
7lbm	b	Q13889	PF03850	1
7lbm	c	Q6ZYL4	PF06331	1
7lbm	d	P51948	PF17121	1
7lbm	d	P51948	PF06391	1
7lbm	d	P51948	PF25811	1
7lbm	e	P50613	PF00069	1
7lbm	f	P51946	PF00134	1
7lbm	f	P51946	PF16899	1
7lbm	g	O75586	PF04934	1
7lbm	h	Q96G25	PF10232	1
7lbm	i	Q9P086	PF10280	1
7lbm	j	Q9NVC6	PF10156	1
7lbm	k	Q9BUE0	PF09637	1
7lbm	l	Q9H944	PF08612	1
7lbm	m	Q15528	PF06179	1
7lbm	n	Q6P2C8	PF11571	1
7lbm	o	Q9H204	PF11594	1
7lbm	p	Q9NX70	PF11568	1
7lbm	q	Q96HR3	PF11315	1
7lbm	r	O60244	PF25067	1
7lbm	r	O60244	PF25065	1
7lbm	r	O60244	PF25069	1
7lbm	r	O60244	PF22984	1
7lbm	r	O60244	PF22983	1
7lbm	r	O60244	PF08638	1
7lbm	r	O60244	PF22981	1
7lbm	s	Q9NPJ6	PF10018	1
7lbm	t	O43513	PF05983	1
7lbm	u	Q9NWA0	PF07544	1
7lbm	v	Q9BTT4	PF09748	1
7lbm	w	A0JLT2	PF10278	1
7lbm	x	Q13503	PF11221	1
7lbm	y	Q9Y3C7	PF05669	1
7lbm	z	Q96RN5	PF21539	1
7lbm	z	Q96RN5	PF09606	1
7lbm	z	Q96RN5	PF21538	1
7lg8	A	P00533	PF07714	1
7lg8	B	P00533	PF07714	1
7lg8	C	P00533	PF07714	1
7lg8	D	P00533	PF07714	1
7lgs	A	P00533	PF07714	1
7lgs	B	P00533	PF07714	1
7lgs	C	P00533	PF07714	1
7lgs	D	P00533	PF07714	1
7lht	A	Q5S007	PF25497	1
7lht	A	Q5S007	PF23745	1
7lht	A	Q5S007	PF23744	1
7lht	A	Q5S007	PF16095	1
7lht	A	Q5S007	PF00069	1
7lht	A	Q5S007	PF08477	1
7lht	A	Q5S007	PF13855	1
7lht	A	Q5S007	PF23748	1
7lht	B	Q5S007	PF16095	1
7lht	B	Q5S007	PF00069	1
7lht	B	Q5S007	PF23745	1
7lht	B	Q5S007	PF23744	1
7lht	B	Q5S007	PF08477	1
7lht	B	Q5S007	PF23748	1
7lht	B	Q5S007	PF25497	1
7lht	B	Q5S007	PF13855	1
7lhw	A	Q5S007	PF13855	1
7lhw	A	Q5S007	PF23748	1
7lhw	A	Q5S007	PF08477	1
7lhw	A	Q5S007	PF25497	1
7lhw	A	Q5S007	PF23745	1
7lhw	A	Q5S007	PF00069	1
7lhw	A	Q5S007	PF16095	1
7lhw	A	Q5S007	PF23744	1
7li3	A	Q5S007	PF08477	1
7li3	A	Q5S007	PF23744	1
7li3	A	Q5S007	PF16095	1
7li3	A	Q5S007	PF25497	1
7li3	A	Q5S007	PF23748	1
7li3	A	Q5S007	PF00069	1
7li3	A	Q5S007	PF13855	1
7li3	A	Q5S007	PF23745	1
7li4	A	Q5S007	PF25497	1
7li4	A	Q5S007	PF16095	1
7li4	A	Q5S007	PF00069	1
7li4	A	Q5S007	PF13855	1
7li4	A	Q5S007	PF23748	1
7li4	A	Q5S007	PF23745	1
7li4	A	Q5S007	PF23744	1
7li4	A	Q5S007	PF08477	1
7ll4	A	O60674	PF07714	1
7ll5	A	O60674	PF07714	1
7lqd	A	P33981	PF00069	1
7ltx	A	P00533	PF07714	1
7ltx	B	P00533	PF07714	1
7ltx	C	P00533	PF07714	1
7ltx	D	P00533	PF07714	1
7lty	A	Q06187	PF07714	1
7ltz	A	Q06187	PF07714	1
7lv3	A	Q13976	PF00069	1
7lv3	A	Q13976	PF00027	1
7lv3	B	Q13976	PF00069	1
7lv3	B	Q13976	PF00027	1
7lvh	A	Q3UHJ0	PF00069	1
7lvh	B	Q3UHJ0	PF00069	1
7lvi	A	Q3UHJ0	PF00069	1
7lvi	B	Q3UHJ0	PF00069	1
7m0k	A	Q92918	PF00069	1
7m0k	B	Q92918	PF00069	1
7m0k	C	Q92918	PF00069	1
7m0k	D	Q92918	PF00069	1
7m0l	A	Q92918	PF00069	1
7m0l	B	Q92918	PF00069	1
7m0l	C	Q92918	PF00069	1
7m0l	D	Q92918	PF00069	1
7m0m	A	Q92918	PF00069	1
7m0m	B	Q92918	PF00069	1
7m0t	A	P15056	PF07714	1
7m0t	B	Q02750	PF00069	1
7m0u	A	P15056	PF07714	1
7m0u	B	Q02750	PF00069	1
7m0v	A	P15056	PF07714	1
7m0v	B	Q02750	PF00069	1
7m0w	A	P15056	PF07714	1
7m0w	B	Q02750	PF00069	1
7m0x	A	P15056	PF07714	1
7m0x	B	Q02750	PF00069	1
7m0y	A	P15056	PF07714	1
7m0y	B	Q02750	PF00069	1
7m0z	A	P15056	PF07714	1
7m0z	B	Q02750	PF00069	1
7m2f	A	P24941	PF00069	1
7m5z	A	Q12866	PF07714	1
7m5z	B	Q12866	PF07714	1
7m74	A	Q13131	PF00069	1
7m74	A	Q13131	PF16579	0.765
7m74	A	Q13131	PF21147	1
7m74	B	O43741	PF04739	1
7m74	B	O43741	PF16561	1
7m74	G	P54619	PF00571	1
7m74	M	P0AEX9	PF01547	1
7mck	A	O14757	PF00069	1
7mf0	AAA	Q9NZJ5	PF00069	0.917
7mf0	AAA	Q9NZJ5	PF00069	0.949
7mfc	A	P07333	PF07714	0.86
7mfd	A	P15056	PF07714	1
7mfd	A	P15056	PF02196	1
7mfd	A	P15056	PF00130	1
7mfd	B	Q02750	PF00069	1
7mfd	C	P63104	PF00244	1
7mfd	D	P63104	PF00244	1
7mfe	A	P15056	PF00130	1
7mfe	A	P15056	PF02196	1
7mfe	A	P15056	PF07714	1
7mfe	B	P63104	PF00244	1
7mfe	C	P63104	PF00244	1
7mff	A	P15056	PF00130	1
7mff	A	P15056	PF02196	1
7mff	A	P15056	PF07714	1
7mff	B	P15056	PF02196	1
7mff	B	P15056	PF00130	1
7mff	B	P15056	PF07714	1
7mff	C	P63104	PF00244	1
7mff	D	P63104	PF00244	1
7mgj	A	Q59H18	PF07714	1
7mgj	B	Q59H18	PF07714	1
7mgj	C	Q59H18	PF07714	1
7mgj	D	Q59H18	PF07714	1
7mgk	A	Q59H18	PF07714	1
7mgk	B	Q59H18	PF07714	1
7mgk	C	Q59H18	PF07714	1
7mgk	D	Q59H18	PF07714	1
7mkx	A	P24941	PF00069	1
7mkx	B	P20248	PF00134	1
7mkx	B	P20248	PF02984	1
7mkx	C	P24941	PF00069	1
7mkx	D	P20248	PF00134	1
7mkx	D	P20248	PF02984	1
7mn5	A	P21860	PF07714	1
7mn5	A	P21860	PF14843	1
7mn5	A	P21860	PF01030	1
7mn5	A	P21860	PF00757	1
7mn5	B	P0AEX9	PF01547	1
7mn5	B	P04626	PF01030	1
7mn5	B	P04626	PF14843	1
7mn5	B	P04626	PF07714	1
7mn5	B	P04626	PF21314	1
7mn5	B	P04626	PF00757	1
7mn5	H	Q02297	PF00008	1
7mn6	A	P21860	PF00757	1
7mn6	A	P21860	PF14843	1
7mn6	A	P21860	PF01030	1
7mn6	A	P21860	PF07714	1
7mn6	B	P04626	PF21314	1
7mn6	B	P04626	PF01030	1
7mn6	B	P0AEX9	PF01547	1
7mn6	B	P04626	PF14843	1
7mn6	B	P04626	PF00757	1
7mn6	B	P04626	PF07714	1
7mn6	H	Q02297	PF00008	1
7mn8	A	P21860	PF07714	1
7mn8	A	P21860	PF14843	1
7mn8	A	P21860	PF00757	1
7mn8	A	P21860	PF01030	1
7mn8	B	P04626	PF01030	1
7mn8	B	P04626	PF21314	1
7mn8	B	P04626	PF14843	1
7mn8	B	P0AEX9	PF01547	1
7mn8	B	P04626	PF00757	1
7mn8	B	P04626	PF07714	1
7mn8	H	Q02297	PF00008	1
7mo7	A	P14210	PF00089	1
7mo7	A	P14210	PF00024	1
7mo7	A	P14210	PF00051	1
7mo7	B	P08581	PF01437	1
7mo7	B	P08581	PF07714	1
7mo7	B	P08581	PF01403	1
7mo7	B	P08581	PF01833	1
7mo7	D	P14210	PF00024	1
7mo7	D	P14210	PF00089	1
7mo7	D	P14210	PF00051	1
7mo7	E	P08581	PF01403	1
7mo7	E	P08581	PF01833	1
7mo7	E	P08581	PF01437	1
7mo7	E	P08581	PF07714	1
7mo8	A	P14210	PF00089	1
7mo8	A	P14210	PF00051	1
7mo8	A	P14210	PF00024	1
7mo8	B	P08581	PF01437	1
7mo8	B	P08581	PF01403	1
7mo8	B	P08581	PF07714	1
7mo8	B	P08581	PF01833	1
7mo9	A	P14210	PF00051	1
7mo9	A	P14210	PF00024	1
7mo9	A	P14210	PF00089	1
7mo9	D	P14210	PF00051	1
7mo9	D	P14210	PF00024	1
7mo9	D	P14210	PF00089	1
7mo9	E	P08581	PF07714	1
7mo9	E	P08581	PF01403	1
7mo9	E	P08581	PF01437	1
7mo9	E	P08581	PF01833	1
7moa	A	P14210	PF00051	1
7moa	A	P14210	PF00024	1
7moa	A	P14210	PF00089	1
7moa	D	P14210	PF00024	1
7moa	D	P14210	PF00089	1
7moa	D	P14210	PF00051	1
7moa	E	P08581	PF07714	1
7moa	E	P08581	PF01403	1
7moa	E	P08581	PF01437	1
7moa	E	P08581	PF01833	1
7mob	A	P14210	PF00051	1
7mob	A	P14210	PF00024	1
7mob	B	P14210	PF00024	1
7mob	B	P14210	PF00051	1
7mob	C	P08581	PF01833	1
7mob	C	P08581	PF07714	1
7mob	C	P08581	PF01437	1
7mob	C	P08581	PF01403	1
7mob	D	P08581	PF07714	1
7mob	D	P08581	PF01833	1
7mob	D	P08581	PF01437	1
7mob	D	P08581	PF01403	1
7mon	A	Q8NB16	PF07714	1
7mon	B	Q9Y572	PF00069	1
7mp8	A	D6WMX4	PF00069	1
7mp9	A	D6WMX4	PF00069	1
7mt8	G	P28327	PF00069	1
7mt8	G	P28327	PF00615	1
7mt8	R	P02699	PF10413	1
7mt8	R	P02699	PF00001	1
7mt9	G	P28327	PF00069	1
7mt9	G	P28327	PF00615	1
7mt9	R	P02699	PF10413	1
7mt9	R	P02699	PF00001	1
7mta	G	P28327	PF00069	1
7mta	G	P28327	PF00615	1
7mta	R	P02699	PF10413	1
7mta	R	P02699	PF00001	1
7mtb	G	P28327	PF00069	1
7mtb	G	P28327	PF00615	1
7mtb	R	P02699	PF10413	1
7mtb	R	P02699	PF00001	1
7mu6	A	Q99683	PF00069	1
7mu6	B	Q99683	PF00069	1
7mu7	A	Q99683	PF00069	1
7mu7	B	Q99683	PF00069	1
7mx3	A	Q9Y572	PF00069	1
7mx3	B	Q9Y572	PF00069	1
7mx3	C	Q9Y572	PF00069	1
7mx3	D	Q9Y572	PF00069	1
7mxb	A	Q8NM29	PF16918	1
7mxb	A	Q8NM29	PF00069	1
7mxb	B	Q8NM29	PF16918	1
7mxb	B	Q8NM29	PF00069	1
7mxj	A	Q8NM29	PF00069	1
7mxk	A	Q8NM29	PF00069	1
7myj	A	P54646	PF00069	1
7myj	A	P54646	PF21147	1
7myj	A	P54646	PF16579	1
7myj	B	Q9Y478	PF16561	1
7myj	B	Q9Y478	PF04739	1
7myj	C	P54646	PF00069	1
7myj	C	P54646	PF21147	1
7myj	C	P54646	PF16579	1
7myj	D	Q9Y478	PF16561	1
7myj	D	Q9Y478	PF04739	1
7myj	E	P54619	PF00571	1
7myj	F	P54619	PF00571	1
7n3u	A	P30291	PF00069	1
7n4q	A	Q06187	PF07714	1
7n4r	A	Q06187	PF07714	1
7n4s	A	Q06187	PF07714	1
7n5o	A	Q06187	PF07714	1
7n5r	A	Q06187	PF07714	1
7n5x	A	Q06187	PF07714	1
7n5y	A	Q06187	PF07714	1
7n8t	A	P45984	PF00069	1
7n91	A	P23443	PF00433	1
7n91	A	P23443	PF00069	1
7n91	B	P23443	PF00433	1
7n91	B	P23443	PF00069	1
7n93	A	P23443	PF00433	1
7n93	A	P23443	PF00069	1
7n93	B	P23443	PF00433	1
7n93	B	P23443	PF00069	1
7n9g	A	P00519	PF07714	1
7n9g	B	P00519	PF07714	1
7n9g	C	P00519	PF07714	1
7naa	A	P9WI75	PF00069	1
7naa	B	P9WI75	PF00069	1
7naa	C	P9WI75	PF00069	1
7naa	D	P9WI75	PF00069	1
7ncf	A	Q9H2X6	PF00069	1
7ng7	A	P12931	PF07714	1
7nh4	A	P31749	PF00169	1
7nh4	A	P31749	PF00069	1
7nh4	A	P31749	PF00433	0.391
7nh5	A	P31749	PF00169	1
7nh5	A	P31749	PF00069	1
7nh5	A	P31749	PF00433	0.391
7nj0	A	Q14674	PF03568	1
7nj0	B	P06493	PF00069	1
7nj0	C	P14635	PF02984	1
7nj0	C	P14635	PF00134	1
7nj0	D	P61024	PF01111	1
7nns	B	Q04771	PF07714	1
7nqq	A	P28482	PF00069	1
7nqw	A	P28482	PF00069	1
7nr3	A	P28482	PF00069	1
7nr5	A	P28482	PF00069	1
7nr8	A	P28482	PF00069	1
7nr9	A	P28482	PF00069	1
7nrb	A	Q16644	PF00069	1
7nry	X	P49137	PF00069	1
7nth	A	O43318	PF07714	1
7nti	A	O43318	PF07714	1
7nvq	A	P24941	PF00069	1
7nvr	0	P18074	PF13307	1
7nvr	0	P18074	PF06777	1
7nvr	0	P18074	PF06733	1
7nvr	1	P32780	PF08567	1
7nvr	1	P32780	PF03909	1
7nvr	2	Q92759	PF03849	1
7nvr	2	Q92759	PF18307	1
7nvr	3	P51948	PF17121	1
7nvr	3	P51948	PF25811	1
7nvr	3	P51948	PF06391	1
7nvr	4	Q13889	PF03850	1
7nvr	5	Q6ZYL4	PF06331	1
7nvr	6	Q13888	PF07975	1
7nvr	6	Q13888	PF04056	1
7nvr	7	P19447	PF13625	1
7nvr	7	P19447	PF16203	1
7nvr	7	P19447	PF04851	1
7nvr	8	P50613	PF00069	1
7nvr	9	P51946	PF00134	1
7nvr	9	P51946	PF16899	1
7nvr	B	I3LGP4	PF04567	1
7nvr	B	I3LGP4	PF04565	1
7nvr	B	I3LGP4	PF04566	1
7nvr	B	I3LGP4	PF00562	1
7nvr	B	I3LGP4	PF04563	1
7nvr	B	I3LGP4	PF04560	1
7nvr	B	I3LGP4	PF04561	1
7nvr	C	I3LCH3	PF01193	1
7nvr	C	I3LCH3	PF01000	1
7nvr	D	A0A287ADR4	PF03874	1
